6|4|2026-04-27 00:00:00.000|DR|31|01001002002|1200.0|0.0|0|Sale to IMRAN AUTO||||
7|4|2026-04-27 00:00:00.000|CR|23|01001002|0.0|1200.0|0|Sales revenue||||
8|5|2026-04-27 00:00:00.000|DR|29|01001002001|1200.0|0.0|0|Sales return for invoice #BR001/SALE/202604/00001||||
9|5|2026-04-27 00:00:00.000|CR|31|01001002002|0.0|1200.0|0|Credit to customer account||||
12|7|2026-04-27 00:00:00.000|DR|29|01001002001|1200.0|0.0|0|Sales return for invoice #BR001/SALE/202604/00001||||
13|7|2026-04-27 00:00:00.000|CR|31|01001002002|0.0|1200.0|0|Credit to customer account||||
14|8|2026-04-28 00:00:00.000|DR|35|02001001002|500.0|0.0|0|Payment to HONDA MOTORS||||
15|8|2026-04-28 00:00:00.000|CR|25|01001001001|0.0|500.0|0|Cash payment||||
16|9|2026-04-28 00:00:00.000|DR|35|02001001002|500.0|0.0|0|Payment to HONDA MOTORS||||
17|9|2026-04-28 00:00:00.000|CR|25|01001001001|0.0|500.0|0|Cash payment||||
18|10|2026-04-28 00:00:00.000|DR|35|02001001002|500.0|0.0|0|Payment to HONDA MOTORS||||
19|10|2026-04-28 00:00:00.000|CR|25|01001001001|0.0|200.0|0|Cash payment||||
20|10|2026-04-28 00:00:00.000|CR|32|01001001005|0.0|300.0|0|Cheque #4444 - 01001001005||||
21|11|2026-04-28 00:00:00.000|DR|7|01001|200.0|0.0|0|Amount received||||
22|11|2026-04-28 00:00:00.000|CR|31|01001002002|0.0|200.0|0|Receiving credit||||
23|12|2026-04-28 00:00:00.000|DR|7|01001|100.0|0.0|0|Amount received||||
24|12|2026-04-28 00:00:00.000|CR|31|01001002002|0.0|100.0|0|Receiving credit||||
25|13|2026-04-28 00:00:00.000|DR|17|05002|300000.0|0.0|0|Purchase||||
26|13|2026-04-28 00:00:00.000|CR|30|02001001001|0.0|300000.0|0|Supplier credit||||
27|14|2026-04-28 00:00:00.000|DR|34|01001002003|70000.0|0.0|0|Sale to DANISH AUTO||||
28|14|2026-04-28 00:00:00.000|CR|12|04001|0.0|70000.0|0|Sales revenue||||
29|15|2026-04-28 00:00:00.000|DR|30|02001001001|60000.0|0.0|0|Supplier debit||||
30|15|2026-04-28 00:00:00.000|CR|18|05003|0.0|60000.0|0|Purchase return credit||||
31|16|2026-04-30 00:00:00.000|DR|34|01001002003|680000.0|0.0|0|Sale to DANISH AUTO||||
32|16|2026-04-30 00:00:00.000|CR|12|04001|0.0|680000.0|0|Sales revenue||||
33|17|2026-04-30 00:00:00.000|DR|31|01001002002|3600.0|0.0|0|Sale to IMRAN AUTO||||
34|17|2026-04-30 00:00:00.000|CR|12|04001|0.0|3600.0|0|Sales revenue||||
35|18|2026-04-30 00:00:00.000|DR|36|04005|1200.0|0.0|0|Sales return - IMRAN AUTO||||
36|18|2026-04-30 00:00:00.000|CR|31|01001002002|0.0|1200.0|0|Credit to IMRAN AUTO||||
37|19|2026-05-01 00:00:00.000|DR|37|01001002004|350000.0|0.0|0|Sale to Faheem Autos||||
38|19|2026-05-01 00:00:00.000|CR|12|04001|0.0|350000.0|0|Sales revenue||||
39|20|2026-05-01 00:00:00.000|DR|37|01001002004|340000.0|0.0|0|Sale to Faheem Autos||||
40|20|2026-05-01 00:00:00.000|CR|12|04001|0.0|340000.0|0|Sales revenue||||
41|21|2026-05-01 00:00:00.000|DR|36|04005|70000.0|0.0|0|Sales return - Faheem Autos||||
42|21|2026-05-01 00:00:00.000|CR|37|01001002004|0.0|70000.0|0|Credit to Faheem Autos||||
43|22|2026-05-01 00:00:00.000|DR|25|01001001001|65000.0|0.0|0|Amount received||||
44|22|2026-05-01 00:00:00.000|CR|37|PARTY|0.0|65000.0|0|Party credit||||
45|23|2026-05-01 00:00:00.000|DR|28|PARTY|50000.0|0.0|0|Payment to Mezaan Bank||||
46|23|2026-05-01 00:00:00.000|CR|25|01001001001|0.0|50000.0|0|CASH||||
47|24|2026-05-01 00:00:00.000|DR|28|PARTY|25000.0|0.0|0|Payment to Mezaan Bank||||
48|24|2026-05-01 00:00:00.000|CR|25|01001001001|0.0|25000.0|0|CASH||||
49|25|2026-05-01 00:00:00.000|DR|28|PARTY|40000.0|0.0|0|Payment to Mezaan Bank||||
50|25|2026-05-01 00:00:00.000|CR|25|01001001001|0.0|40000.0|0|Cash payment||||
51|26|2026-05-01 00:00:00.000|DR|25|01001001001|90000.0|0.0|0|Amount received||||
52|26|2026-05-01 00:00:00.000|CR|28|PARTY|0.0|90000.0|0|Party credit||||
53|27|2026-05-01 00:00:00.000|DR|28|PARTY|4000.0|0.0|0|Payment to Mezaan Bank||||
54|27|2026-05-01 00:00:00.000|CR|25|01001001001|0.0|2000.0|0|CASH||||
55|27|2026-05-01 00:00:00.000|CR|32|01001001005|0.0|2000.0|0|CHEQUE||||
56|28|2026-05-02 00:00:00.000|DR|17|05002|25000.0|0.0|0|Purchase amount||||
57|28|2026-05-02 00:00:00.000|CR|35|02001001002|0.0|25000.0|0|Supplier credit||||
58|29|2026-05-02 00:00:00.000|DR|35|02001001002|5000.0|0.0|0|Supplier debit||||
59|29|2026-05-02 00:00:00.000|CR|18|05003|0.0|5000.0|0|Purchase return credit||||
