3|1||35|2026-04-28 00:00:00.000|500.00|.00|Payment #2 - Payment to HONDA MOTORS|1|2026-04-28 10:36:38.243|9
4|1||25|2026-04-28 00:00:00.000|.00|500.00|Payment #2 - Payment from Cash|1|2026-04-28 10:36:38.250|9
9|1||35|2026-04-28 00:00:00.000|500.00|.00|Payment #3 - Payment to HONDA MOTORS|1|2026-04-28 10:37:23.553|10
10|1||25|2026-04-28 00:00:00.000|.00|200.00|Payment #3 - Payment from Cash|1|2026-04-28 10:37:23.557|10
11|1||32|2026-04-28 00:00:00.000|.00|300.00|Payment #3 - Payment from HSBC|1|2026-04-28 10:37:23.563|10
12|1||7|2026-04-28 00:00:00.000|200.00|.00|Receiving #1 - Amount received - Current Assets|1|2026-04-28 10:58:36.870|11
13|1||31|2026-04-28 00:00:00.000|.00|200.00|Receiving #1 - Receiving credit - IMRAN AUTO|1|2026-04-28 10:58:36.907|11
14|1||7|2026-04-28 00:00:00.000|100.00|.00|Receiving #2 - Amount received - Current Assets|1|2026-04-28 10:59:21.587|12
15|1||31|2026-04-28 00:00:00.000|.00|100.00|Receiving #2 - Receiving credit - IMRAN AUTO|1|2026-04-28 10:59:21.593|12
16|1||17|2026-04-28 00:00:00.000|300000.00|.00|Purchase #2 - Purchase amount|1|2026-04-28 12:50:09.123|13
17|1||34|2026-04-28 00:00:00.000|70000.00|.00|Sale #2 - Sale to DANISH AUTO|1|2026-04-28 12:55:17.233|14
18|1||12|2026-04-28 00:00:00.000|.00|70000.00|Sale #2 - Sales revenue|1|2026-04-28 12:55:17.243|14
19|1||30|2026-04-28 00:00:00.000|60000.00|.00|Purchase Return #4 - Debit to General Supplier|1|2026-04-28 12:55:52.033|15
20|1||18|2026-04-28 00:00:00.000|.00|60000.00|Purchase Return #4 - Purchase return credit|1|2026-04-28 12:55:52.053|15
21|1||34|2026-04-30 00:00:00.000|680000.00|.00|Sale #3 - Sale to DANISH AUTO|1|2026-04-30 08:47:04.267|16
22|1||12|2026-04-30 00:00:00.000|.00|680000.00|Sale #3 - Sales revenue|1|2026-04-30 08:47:04.353|16
23|1||31|2026-04-30 00:00:00.000|3600.00|.00|Sale #4 - Sale to IMRAN AUTO|1|2026-04-30 09:21:35.537|17
24|1||12|2026-04-30 00:00:00.000|.00|3600.00|Sale #4 - Sales revenue|1|2026-04-30 09:21:35.597|17
25|1||36|2026-04-30 00:00:00.000|1200.00|.00|Sale Return #3 - Sales return|1|2026-04-30 09:21:48.177|18
26|1||31|2026-04-30 00:00:00.000|.00|1200.00|Sale Return #3 - Credit to IMRAN AUTO|1|2026-04-30 09:21:48.187|18
27|1||35|2026-04-28 00:00:00.000|500.00|.00|Payment #1 - Payment to HONDA MOTORS|1|2026-04-30 09:32:42.607|8
28|1||25|2026-04-28 00:00:00.000|.00|500.00|Payment #1 - Payment from Cash|1|2026-04-30 09:32:42.610|8
29|1||29|2026-04-27 00:00:00.000|1200.00|.00|Sale Return #2 - Sales return|1|2026-04-30 09:33:33.283|7
30|1||31|2026-04-27 00:00:00.000|.00|1200.00|Sale Return #2 - Credit to IMRAN AUTO|1|2026-04-30 09:33:33.287|7
31|1||37|2026-05-01 00:00:00.000|6000.00|.00|Opening Balance as on 2026-05-01|1|2026-05-01 10:41:52.033|
32|1||37|2026-05-01 00:00:00.000|350000.00|.00|Sale #5 - Sale to Faheem Autos|1|2026-05-01 10:43:26.480|19
33|1||12|2026-05-01 00:00:00.000|.00|350000.00|Sale #5 - Sales revenue|1|2026-05-01 10:43:26.483|19
34|1||37|2026-05-01 00:00:00.000|340000.00|.00|Sale #6 - Sale to Faheem Autos|1|2026-05-01 18:18:25.047|20
35|1||12|2026-05-01 00:00:00.000|.00|340000.00|Sale #6 - Sales revenue|1|2026-05-01 18:18:25.103|20
36|1||36|2026-05-01 00:00:00.000|70000.00|.00|Sale Return #4 - Sales return|1|2026-05-01 18:18:40.197|21
37|1||37|2026-05-01 00:00:00.000|.00|70000.00|Sale Return #4 - Credit to Faheem Autos|1|2026-05-01 18:18:40.207|21
38|1||25|2026-05-01 00:00:00.000|65000.00|.00|Receiving #3 - Amount received - Cash|1|2026-05-01 18:19:08.770|22
39|1||37|2026-05-01 00:00:00.000|.00|65000.00|Receiving #3 - Receiving credit - Faheem Autos|1|2026-05-01 18:19:08.777|22
40|1|3|22|2026-05-01 00:00:00.000|50000.00|.00|cash deposit|1|2026-05-01 13:44:30.843|
41|1||28|2026-05-01 00:00:00.000|50000.00|.00|Payment #4 - Payment to Mezaan Bank|1|2026-05-01 18:44:31.023|23
42|1||25|2026-05-01 00:00:00.000|.00|50000.00|Payment #4 - Payment from Cash|1|2026-05-01 18:44:31.033|23
43|1|4|22|2026-05-01 00:00:00.000|25000.00|.00|cash |1|2026-05-01 13:44:58.353|
44|1||28|2026-05-01 00:00:00.000|25000.00|.00|Payment #5 - Payment to Mezaan Bank|1|2026-05-01 18:44:58.533|24
45|1||25|2026-05-01 00:00:00.000|.00|25000.00|Payment #5 - Payment from Cash|1|2026-05-01 18:44:58.553|24
